Emotion,Labels,ID_NO,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6083,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6056,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6131,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6117,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6020,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6075,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6105,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6070,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6107,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6114,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6123,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6030,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6123,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6007,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6051,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6123,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6055,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6007,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6041,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6070,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6004,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6061,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6034,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6004,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6081,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6138,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6114,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6028,,,,,,,,,,,,,,,,,,,,
Negative,own health+not feeling well,6111,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6051,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6049,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6059,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6123,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6056,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6013,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6051,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6005,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6128,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6051,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6034,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6116,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6027,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6073,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6042,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6049,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6043,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6049,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6065,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,6031,,,,,,,,,,,,,,,,,,,,
Negative,own health+physical pain,Tester,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6069,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6114,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6111,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6009,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6015,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6004,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,Tester,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6007,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6082,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6043,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6086,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6027,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6130,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6114,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,Tester,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6059,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6006,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6087,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6082,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6009,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6015,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6001,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,Tester,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6005,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6111,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6069,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6111,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6007,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6016,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6007,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6043,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6075,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6068,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6016,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6114,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6009,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6090,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6040,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6018,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6016,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6068,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6007,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6009,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6016,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6068,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6069,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6082,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6009,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6016,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6043,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6099,,,,,,,,,,,,,,,,,,,,
Negative,partner+issues,6111,,,,,,,,,,,,,,,,,,,,
Negative,role conflict,6020,,,,,,,,,,,,,,,,,,,,
Negative,role conflict,6093,,,,,,,,,,,,,,,,,,,,
Negative,role conflict,6118,,,,,,,,,,,,,,,,,,,,
Negative,role conflict,6027,,,,,,,,,,,,,,,,,,,,
Negative,role conflict,6029,,,,,,,,,,,,,,,,,,,,
Negative,role conflict,6121,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,6121,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,6049,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,6012,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,6123,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,6043,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+eating,6032,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6093,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6001,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6075,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6065,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6045,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6061,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6029,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6057,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6029,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6119,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6086,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6104,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6011,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6014,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6045,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6001,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6121,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6020,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6023,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6057,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6061,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6122,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6122,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6108,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6070,,,,,,,,,,,,,,,,,,,,
Negative,self-care+exercise,6121,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6137,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6023,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6043,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6083,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6020,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6093,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6066,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6082,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6023,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6043,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6076,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,Tester,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6104,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6108,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6087,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6108,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6124,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6118,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6120,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6137,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6116,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6104,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6093,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6043,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6119,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6005,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6070,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6045,,,,,,,,,,,,,,,,,,,,
Negative,self-care+sleep,6118,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,6141,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,6030,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,6133,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,6139,,,,,,,,,,,,,,,,,,,,
Negative,uncertainty,6147,,,,,,,,,,,,,,,,,,,,
Negative,work+difficult conversation,6117,,,,,,,,,,,,,,,,,,,,
Negative,work+difficult conversation,6009,,,,,,,,,,,,,,,,,,,,
Negative,work+difficult conversation,6063,,,,,,,,,,,,,,,,,,,,
Negative,work+difficult conversation,,,,,,,,,,,,,,,,,,,,,
Negative,work+difficult conversation,6073,,,,,,,,,,,,,,,,,,,,
Negative,work+difficult conversation,6117,,,,,,,,,,,,,,,,,,,,
Negative,work+difficult conversation,6018,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6008,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6109,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6013,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6033,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6070,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6023,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6023,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,6023,,,,,,,,,,,,,,,,,,,,
Negative,work+distracted,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,6083,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,6017,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,6025,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,6075,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,6106,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,6081,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+frustration,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6118,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6114,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6138,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6010,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6034,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6027,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6034,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6014,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6008,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6075,,,,,,,,,,,,,,,,,,,,
Negative,work+stressful,6111,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6066,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6027,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6040,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6098,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6056,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6099,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6007,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6084,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6076,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6098,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6111,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6034,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6040,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6123,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6075,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6075,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6040,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6007,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6066,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6040,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6104,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6078,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6085,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6099,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6005,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6011,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6019,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6104,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6116,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6071,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6015,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6040,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6011,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6116,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6090,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6109,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6023,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6078,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6036,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6019,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6099,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6025,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6007,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6072,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6027,,,,,,,,,,,,,,,,,,,,
Negative,work+struggling,6040,,,,,,,,,,,,,,,,,,,,
Negative,work+too much work,6056,,,,,,,,,,,,,,,,,,,,
Negative,work+too much work,6080,,,,,,,,,,,,,,,,,,,,
Negative,work+too much work,6004,,,,,,,,,,,,,,,,,,,,
Negative,work+too much work,6005,,,,,,,,,,,,,,,,,,,,
Negative,work+too much work,6059,,,,,,,,,,,,,,,,,,,,
Negative,work+unfulfilling,,,,,,,,,,,,,,,,,,,,,
Negative,work+unfulfilling,,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6029,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6105,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6083,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6025,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6033,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6014,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6050,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6063,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6033,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6004,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6008,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6124,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6007,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6118,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6090,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6020,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6104,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6078,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6142,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6090,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6075,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6033,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6116,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6040,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6070,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6014,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,Tester,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6082,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6004,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6003,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6013,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6062,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6050,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6118,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6090,,,,,,,,,,,,,,,,,,,,
Negative,work+unproductive,6093,,,,,,,,,,,,,,,,,,,,
