Emotion,Labels,ID_NO,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6109,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6028,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6020,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6104,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6071,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6092,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6114,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6082,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6007,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6118,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6031,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6052,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6028,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6028,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6106,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6042,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6098,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6031,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6076,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6109,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6112,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6037,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6121,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6093,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6081,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6068,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6037,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6104,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6114,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6005,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6043,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6004,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6110,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6023,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6004,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6120,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6009,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6109,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6121,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6143,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6074,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6027,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6083,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6052,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6043,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6011,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6096,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6084,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6011,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6066,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6031,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6049,,,,,,,,,,,,,,,,,,,,
Positive,kids+spend time together,6005,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6019,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6042,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6069,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6042,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6029,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6116,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6138,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6036,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6128,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6066,,,,,,,,,,,,,,,,,,,,
Positive,birthday,6093,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6130,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6090,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6029,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6132,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6059,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6090,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6002,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6015,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6086,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6087,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6015,,,,,,,,,,,,,,,,,,,,
Positive,partner+good communication,6005,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6010,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6119,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6119,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6107,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6080,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6072,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6071,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6076,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6119,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6078,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6061,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6021,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6136,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6031,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6020,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6027,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6051,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6061,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6105,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6136,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6057,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6014,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6049,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6107,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6067,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6025,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6107,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6055,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6027,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6105,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6101,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6078,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6048,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6070,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6095,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6111,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6066,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6122,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6016,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6073,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6041,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6020,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6008,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6030,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6020,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6033,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6119,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6101,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6074,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6092,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6107,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6045,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,6120,,,,,,,,,,,,,,,,,,,,
Positive,self-care+exercise,,,,,,,,,,,,,,,,,,,,,
Positive,self-care+good food,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+good food,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+good food,6105,,,,,,,,,,,,,,,,,,,,
Positive,self-care+good food,6012,,,,,,,,,,,,,,,,,,,,
Positive,self-care+good food,6096,,,,,,,,,,,,,,,,,,,,
Positive,self-care+good food,6119,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6044,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6105,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6108,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6082,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6082,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6108,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6082,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6098,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6078,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6015,,,,,,,,,,,,,,,,,,,,
Positive,self-care+nap,6094,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6071,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6021,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6018,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6051,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6031,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6095,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6116,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6105,,,,,,,,,,,,,,,,,,,,
Positive,self-care+physical pain,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6027,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6062,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6098,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6105,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6034,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6021,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6021,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6123,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,6001,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+relax,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6062,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6110,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6055,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6021,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6028,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6139,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6050,,,,,,,,,,,,,,,,,,,,
Positive,self-care+sleep,6124,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6004,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6011,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6008,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6016,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6016,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6084,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6023,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6128,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6072,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6027,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6037,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6042,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6020,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6040,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6059,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6018,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6063,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6138,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6034,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6008,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6108,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6109,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6015,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6099,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6042,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6070,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6023,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6034,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6101,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6018,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6014,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6123,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6018,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6033,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6062,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6045,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6064,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6028,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6012,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6021,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6011,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6052,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6011,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6101,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6036,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6129,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6011,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6023,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6040,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6033,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6014,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6005,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6131,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6030,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6004,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6008,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6119,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6087,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6031,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6049,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6008,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6027,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6004,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
