Emotion,Labels,ID_NO,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6023,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6063,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6071,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6049,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6124,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6025,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6025,, ,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6023,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6062,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6064,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6025,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6029,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6025,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6001,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6132,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6033,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6010,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6001,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6032,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6030,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6009,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6013,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6004,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6029,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6001,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6026,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6036,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6059,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6111,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6050,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6001,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6004,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6093,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6020,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6083,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6011,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6011,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6042,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6016,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6010,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6092,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6014,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6002,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6018,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6131,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6076,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6001,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6007,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6027,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6004,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6014,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6025,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6028,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6010,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6082,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6138,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6016,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+socialize with friends,6028,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6137,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6136,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6032,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6128,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6094,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6131,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6078,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6030,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6070,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6037,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,tester,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6128,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6023,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6015,,,,,,,,,,,,,,,,,,,,
Positive,self-care+take break,6131,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6027,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6081,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6104,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,tester,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6045,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6044,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,tester,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,tester,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6051,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6109,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6073,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6116,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,tester,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6118,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6036,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6002,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6099,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6104,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6049,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6002,,,,,,,,,,,,,,,,,,,,
Positive,spouse+spend time,6026,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6098,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6026,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6125,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6005,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6005,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6002,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6033,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,tester,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6037,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6114,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6098,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6078,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6020,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6024,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6078,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6025,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6024,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6059,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,tester,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6116,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6008,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,tester,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6012,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6066,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6034,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6031,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6117,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6117,,,,,,,,,,,,,,,,,,,,
Positive,work+generic,6036,,,,,,,,,,,,,,,,,,,,
Positive,help others,6031,,,,,,,,,,,,,,,,,,,,
Positive,help others,6031,,,,,,,,,,,,,,,,,,,,
Positive,help others,6059,,,,,,,,,,,,,,,,,,,,
Positive,help others,6025,,,,,,,,,,,,,,,,,,,,
Positive,help others,6037,,,,,,,,,,,,,,,,,,,,
Positive,work+interview,6105,,,,,,,,,,,,,,,,,,,,
Positive,work+interview,6105,,,,,,,,,,,,,,,,,,,,
Positive,work+interview,tester,,,,,,,,,,,,,,,,,,,,
Positive,work+interview,6105,,,,,,,,,,,,,,,,,,,,
Positive,work+interview,6105,,,,,,,,,,,,,,,,,,,,
Positive,work+interview,6105,,,,,,,,,,,,,,,,,,,,
Positive,work+interview,6105,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6030,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6068,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6021,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,2083,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6124,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6028,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6064,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6033,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6001,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6057,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6106,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6044,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6083,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6012,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6090,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6036,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6007,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6090,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6026,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6067,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6026,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6060,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6057,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,Tester,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,Tester,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,tester,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6070,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6106,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6105,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6082,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6014,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6031,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6007,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6070,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6010,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6049,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6121,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6074,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6001,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,Tester,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6122,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6074,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6111,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,Tester,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6026,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6059,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6021,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,Tester,,,,,,,,,,,,,,,,,,,,
Positive,work+productive,6114,,,,,,,,,,,,,,,,,,,,
Positive,self-care+mental health,6123,,,,,,,,,,,,,,,,,,,,
Positive,self-care+mental health,6007,,,,,,,,,,,,,,,,,,,,
END,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
